Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Docking station power connector.18862,Docking station power connector,,,,,"Physical connection for a laptop to be placed in a docking station for charging and to connect to peripherals such as monitors, keyboards, and mice.",TRUE
Notebooks,Labelflash.8406,Labelflash,,,,,"A Labelflash indicates whether the laptop has a customized label or not. False indicates that the laptop's label is not customized by the manufacturer, while true indicates that the laptop's label is customized by the manufacturer.",TRUE
Notebooks,Ergonomics.1379,Ergonomics,,,,,"Features of the laptop that provide comfort and efficiency when using it, such as whether it has touch-sensitive controls or an adjustable notebook stand.",TRUE
Notebooks,Relative humidity.1439,Relative humidity,,,,,"Range of humidity a laptop can operate, in percent and formatted as 'X - Y%' e.g. '10 - 90%' or '20 - 80%'",TRUE
Notebooks,Processor technology.2053,Processor technology,,,,,"Processor technology refers to the type of processor used in the notebook. Examples include Intel Centrino 2, Hyper-Threading, Intel Centrino 2 w/ vPro, and Intel SpeedStep.",TRUE
Notebooks,UNSPSC-code.2505,UNSPSC-code,,,,,A string that is the UNSPSC code identifying the product. The UNSPSC is a standard maintained by GS1 which provides a consistent way to identify items across a supply chain.,TRUE
Notebooks,Package dimensions (WxDxH).582,Package dimensions (WxDxH),,,,,"Dimensions of the package for the notebook. Provides three measurements (width, depth, and height). All measurements are in millimeters.",TRUE
Notebooks,Motherboard southbridge.7918,Motherboard southbridge,,,,,"The motherboard southbridge describes the type of motherboard chipset and is typically named after the manufacturer followed by a number. It is also known as the chipset, southbridge, or I/O controller.",TRUE
Notebooks,True Key™.22189,True Key,,,,,"True key status of the product. ""True"" indicates the product has a true key, and ""False"" indicates the product does not have a true key.",TRUE
Notebooks,Coprocessor model.18116,Coprocessor model,,,,,The model of the coprocessor in the laptop.,TRUE
Notebooks,Audio adapter type.3037,Audio adapter type,,,,,"The type of audio adapter, which can be an integrated sound card or a separate expansion card, that is used to provide input and output audio functionality for the notebook.",TRUE
Notebooks,Main camera resolution (numeric).8737,Main camera resolution (numeric),,,,,"The resolution of the main camera on the notebook. The resolution is a measure of how many megapixels the camera can capture. The format of the resolution is a non-negative integer, and the minimum resolution is 0.3 megapixels, while the maximum resolution is 8.0 megapixels.",TRUE
Notebooks,Intel® Memory Protection Extensions (Intel® MPX).31830,Intel Memory Protection Extensions (Intel MPX),,,,,"Intel Memory Protection Extensions (Intel MPX) is a set of hardware-based memory protection extensions to the x86 architecture. It is designed to prevent memory corruption and to protect against buffer overruns and underruns. The extensions provide finer-grained control over memory access permissions, allowing the operating system to restrict access to certain memory regions to only privileged software. This can prevent malicious or buggy software from accessing or modifying data in a way that could cause a system crash or other unintended behavior.",TRUE
Notebooks,Intel Instruction Replay Technology.17831,Intel Instruction Replay Technology,,,,,A notebook's Intel Instruction Replay Technology determines whether the Intel processor supports the ability to record and replay instructions that were executed by the processor.,TRUE
Notebooks,Cache memory.10479,Cache memory,,,,,"The amount of memory on the notebook that is used to store data that is being used or that will be used in the future by the notebook. The cache memory is important for the notebook to be able to quickly access data without having to retrieve it from the main memory, which is much slower. The cache memory is measured in MB (megabytes).",TRUE
Notebooks,Maximum internal memory.1246,Maximum internal memory,,,,,"The maximum internal memory of the notebook, measured in GB. Ranges from 4.0 to 32.0 GB, both inclusive.",TRUE
Notebooks,Thunderbolt 2 ports quantity.16919,Thunderbolt 2 ports quantity,,,,,The number of Thunderbolt 2 ports on the notebook. It is an integer value represented by a string and can vary from 1.0 to 9.0,TRUE
Notebooks,Maximum graphics adapter memory.574,Maximum graphics adapter memory,,,,,The maximum graphics adapter memory of the notebook. This is the amount of memory dedicated to the graphics adapter of the notebook. The graphics adapter is responsible for rendering the graphics on the notebook's display. The format of this column is a floating-point number in megabytes (MB).,TRUE
Notebooks,Self-Encrypting Drive (SED).36068,Self-Encrypting Drive (SED),,,,,Indicates whether the notebook has a self-encrypting drive. Options include True or False (or equivalent).,TRUE
Notebooks,Speakers.1024,Speakers,,,,,"A string that describes the speakers of the notebook. This may include whether the speakers are built-in or detachable and the number and type of speakers. Examples include ""Dynaudio"", ""stereo"", and ""2 built-in stereo speakers"".",TRUE
Notebooks,AMD FreeSync.29607,AMD FreeSync,,,,,"A boolean value that describes whether the notebook uses AMD FreeSync technology or not. This is a proprietary synchronization technology developed by AMD, it allows the display to adapt its refresh rate to the frame rate of the content, which in turn offers a very fluid gaming experience and a very smooth visual experience.",TRUE
Notebooks,Noise-canceling.5027,Noise-canceling,,,,,"Whether the notebook has a noise-canceling microphone or speaker, which is a microphone or speaker that cancels out background noise to make the audio clearer.",TRUE
Notebooks,ROG XG Mobile port.44396,ROG XG Mobile port,,,,,Whether the device has a ROG XG Mobile port or not,TRUE
Notebooks,Docking station Dual Link DVI.18857,Docking station Dual Link DVI,,,,,Whether the notebook has a docking station with a dual link DVI.,TRUE
Notebooks,Commodity Classification Automated Tracking System (CCATS).37638,Commodity Classification Automated Tracking System (CCATS),"8471300100.0', '8471300000.0'",,8471300000,8471300100,"A string used to identify a product's classification, used to identify and track products in a supply chain."", 'min_length': 10",TRUE
Notebooks,Operating temperature (T-T).2020,Operating temperature (T-T),,,,,"Temperature range that the laptop operates in, in Celsius. The range is listed as two values separated by a hyphen, for example: '0 - 35'. Both values are integers.",TRUE
Notebooks,Multimedia.2127,Multimedia,,,,,"Information about the multimedia capabilities of the notebook. This can include the type of audio support, speakers, headphone/line out ports, microphone, webcam, and other related features.",TRUE
Notebooks,Wireless standard.1198,Wireless standard,,,,,"Wireless standard of the notebook, e.g. 'Bluetooth 3.0; ThinkPad 11b/g/n Wi-Fi wireless', 'Bluetooth 4.0; Lenovo BGN Wireless', '11'.",TRUE
Notebooks,Antenna.4114,Antenna,,,,,A string representing the notebook's antenna. It has a minimum length of 100 characters and can contain spaces.,TRUE
Notebooks,Memory description.644,Memory description,,,,,Memory description of the notebook. This includes the RAM of both the hard drive and any external RAM which can be used with the device as well.,TRUE
Notebooks,Energy saving functions.6886,Energy saving functions,,,,,"Functions pertaining to the energy saving capabilities of the laptop, such as hibernation mode and power management.",TRUE
Notebooks,Multimedia features.7485,Multimedia features,,,,,"Indicate whether the laptop has the given multimedia feature or not. Return a string with values 'Yes' or 'No'. If the laptop has the feature, return 'Yes'. If the laptop does not have the feature, return 'No'. For the example provided return 'Yes'.",TRUE
Notebooks,Worldwide AC compatibility.7488,Worldwide AC compatibility,,,,,The Worldwide AC compatibility column contains information about whether the notebook is compatible with AC power worldwide. The column is a string that can be either 'Y' or 'N'.,TRUE
Notebooks,Wireless features.7496,Wireless features,,,,,"Features that are related to the wireless connectivity of the notebook. This can include information such as the type of wireless, the standard that it supports, and any additional information about the wireless card or chipset.",TRUE
Notebooks,Weight (imperial).5736,Weight (imperial),,,,,"Weight of the notebook in pounds, ranging from a minimum of 1.0 to a maximum of 7.19",TRUE
Notebooks,Intermodal container (20ft) loading note.34654,Intermodal container (20ft) loading note,,,,,Load-bearing capacity of the intermodal container (20ft) in the form of a note. The format of the note is a string that includes corner posts and the number of posts and planks that make up the loading surface.,TRUE
